tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,33541,31703,"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",192,428,205.08,B6,0.6560,189.94,B6,0.6560,189.94,-1,,,202433354131703
Table 6,2024,3,33541,32457,"Martha's Vineyard, MA","San Francisco, CA (Metropolitan Area)",2737,20,589.70,B6,0.7322,596.98,AA,0.0656,332.70,0,,,202433354132457
Table 6,2024,3,33541,32467,"Martha's Vineyard, MA","Miami, FL (Metropolitan Area)",1209,17,316.32,B6,0.5443,285.07,B6,0.5443,285.07,0,,,202433354132467
Table 6,2024,3,33541,34100,"Martha's Vineyard, MA","Philadelphia, PA",265,15,328.88,AA,0.4437,289.31,B6,0.3451,256.62,0,,,202433354134100
Table 6,2024,3,33541,34492,"Martha's Vineyard, MA","Raleigh/Durham, NC",583,12,289.18,AA,0.4364,280.08,B6,0.2364,244.39,0,,,202433354134492
Table 6,2024,3,33570,30424,"San Diego, CA","Wausau/Mosinee/Stevens Point, WI",1691,17,336.22,DL,0.8026,349.13,AA,0.1908,279.14,0,,,202433357030424
Table 6,2024,3,33570,30434,"San Diego, CA","Scranton/Wilkes-Barre, PA",2344,16,325.73,UA,0.5000,316.56,UA,0.5000,316.56,0,,,202433357030434
Table 6,2024,3,33570,30436,"San Diego, CA","Tucson, AZ",368,213,207.83,WN,0.8823,205.33,WN,0.8823,205.33,0,,,202433357030436
Table 6,2024,3,33570,30476,"San Diego, CA","Shreveport, LA",1360,19,302.06,AA,0.5307,300.17,AA,0.5307,300.17,0,,,202433357030476
Table 6,2024,3,33570,30559,"San Diego, CA","Seattle, WA",1050,2801,201.40,AS,0.6375,206.18,DL,0.2987,188.45,-1,,,202433357030559
Table 6,2024,3,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",2295,2079,300.12,UA,0.3977,328.49,WN,0.2551,306.25,-1,,,202433357030852
Table 6,2024,3,33570,30928,"San Diego, CA","Wichita, KS",1166,67,286.67,WN,0.4419,267.00,WN,0.4419,267.00,0,,,202433357030928
Table 6,2024,3,33570,31123,"San Diego, CA","St. Louis, MO",1557,437,271.53,WN,0.7264,274.47,F9,0.0448,139.17,-1,,,202433357031123
Table 6,2024,3,33570,31504,"San Diego, CA","Valparaiso, FL",1808,35,325.35,AA,0.3815,334.96,WN,0.2338,257.49,0,,,202433357031504
Table 6,2024,3,33570,31775,"San Diego, CA","Sioux Falls, SD",1336,51,278.73,UA,0.4191,308.18,AA,0.2638,262.38,0,,,202433357031775
Table 6,2024,3,33570,31884,"San Diego, CA","Spokane, WA",1027,394,211.89,AS,0.6582,201.59,AS,0.6582,201.59,-1,,,202433357031884
Table 6,2024,3,33570,32323,"San Diego, CA","Wilmington, NC",2257,57,327.08,AA,0.8210,315.70,AA,0.8210,315.70,0,,,202433357032323
Table 6,2024,3,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",447,6357,154.12,WN,0.6071,153.28,WN,0.6071,153.28,-1,,,202433357032457
Table 6,2024,3,33570,33195,"San Diego, CA","Tampa, FL (Metropolitan Area)",2087,436,247.90,AS,0.5306,224.63,AS,0.5306,224.63,-1,,,202433357033195
Table 6,2024,3,33570,34027,"San Diego, CA","West Palm Beach/Palm Beach, FL",2257,66,367.39,DL,0.5091,400.53,AA,0.4179,336.49,0,,,202433357034027
Table 6,2024,3,33570,34433,"San Diego, CA","Santa Rosa, CA",508,220,204.96,AS,0.9546,203.80,AS,0.9546,203.80,0,,,202433357034433
Table 6,2024,3,33570,34653,"San Diego, CA","Tulsa, OK",1237,108,285.53,WN,0.4709,258.93,WN,0.4709,258.93,0,,,202433357034653
Table 6,2024,3,33570,34674,"San Diego, CA","Santa Fe, NM",666,16,275.01,UA,0.5069,302.02,AA,0.4931,247.25,0,,,202433357034674
Table 6,2024,3,33570,34685,"San Diego, CA","Savannah, GA",2093,83,326.31,AA,0.3653,314.95,WN,0.1682,268.67,0,,,202433357034685
Table 6,2024,3,33570,34696,"San Diego, CA","South Bend, IN",1800,23,364.60,DL,0.3721,349.07,DL,0.3721,349.07,0,,,202433357034696
Table 6,2024,3,33570,34699,"San Diego, CA","Steamboat Springs, CO",769,10,311.72,UA,0.7312,328.49,WN,0.2688,266.08,0,,,202433357034699
Table 6,2024,3,33570,34783,"San Diego, CA","Springfield, MO",1382,55,319.27,AA,0.5711,322.93,UA,0.3577,316.55,0,,,202433357034783
Table 6,2024,3,33570,34986,"San Diego, CA","Sarasota/Bradenton, FL",2098,40,334.85,DL,0.4674,358.95,AA,0.3370,293.05,0,,,202433357034986
Table 6,2024,3,33570,35041,"San Diego, CA","Sun Valley/Hailey/Ketchum, ID",759,14,412.11,DL,0.6111,400.30,DL,0.6111,400.30,0,,,202433357035041
Table 6,2024,3,33570,35096,"San Diego, CA","Syracuse, NY",2330,102,323.24,DL,0.3404,327.57,AA,0.2755,318.71,0,,,202433357035096
Table 6,2024,3,33570,35249,"San Diego, CA","Tallahassee, FL",1936,15,477.71,DL,0.6159,481.95,DL,0.6159,481.95,0,,,202433357035249
Table 6,2024,3,33570,35380,"San Diego, CA","Traverse City, MI",1882,39,371.71,AA,0.3708,367.59,DL,0.3708,352.98,0,,,202433357035380
Table 6,2024,3,33667,30198,"Norfolk, VA (Metropolitan Area)","Pittsburgh, PA",330,102,166.22,MX,0.3945,95.58,MX,0.3945,95.58,0,,,202433366730198
Table 6,2024,3,33667,30436,"Norfolk, VA (Metropolitan Area)","Tucson, AZ",1998,31,333.29,AA,0.5516,331.37,AA,0.5516,331.37,0,,,202433366730436
Table 6,2024,3,33667,30466,"Norfolk, VA (Metropolitan Area)","Phoenix, AZ",2029,155,313.86,AA,0.3924,339.65,WN,0.2908,276.18,0,,,202433366730466
Table 6,2024,3,33667,30476,"Norfolk, VA (Metropolitan Area)","Shreveport, LA",1048,18,275.73,AA,0.5636,263.75,AA,0.5636,263.75,0,,,202433366730476
Table 6,2024,3,33667,30559,"Norfolk, VA (Metropolitan Area)","Seattle, WA",2437,234,387.50,UA,0.3189,361.62,UA,0.3189,361.62,-1,,,202433366730559
Table 6,2024,3,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",159,185,240.03,WN,0.4789,235.32,WN,0.4789,235.32,0,,,202433366730852
Table 6,2024,3,33667,30928,"Norfolk, VA (Metropolitan Area)","Wichita, KS",1169,23,280.78,DL,0.3744,295.88,UA,0.1754,234.24,0,,,202433366730928
Table 6,2024,3,33667,31123,"Norfolk, VA (Metropolitan Area)","St. Louis, MO",785,128,248.08,WN,0.4796,222.97,WN,0.4796,222.97,0,,,202433366731123
Table 6,2024,3,33667,31454,"Norfolk, VA (Metropolitan Area)","Orlando, FL",662,465,184.71,WN,0.3554,203.11,NK,0.3209,107.96,-1,,,202433366731454
Table 6,2024,3,33667,31481,"Norfolk, VA (Metropolitan Area)","Panama City, FL",713,39,279.21,DL,0.5829,254.04,WN,0.1188,219.72,0,,,202433366731481
Table 6,2024,3,33667,31504,"Norfolk, VA (Metropolitan Area)","Valparaiso, FL",740,41,251.51,DL,0.5053,245.64,WN,0.1543,212.14,0,,,202433366731504
Table 6,2024,3,33667,31775,"Norfolk, VA (Metropolitan Area)","Sioux Falls, SD",1176,13,299.10,UA,0.3559,274.62,DL,0.3390,273.15,0,,,202433366731775
Table 6,2024,3,33667,31884,"Norfolk, VA (Metropolitan Area)","Spokane, WA",2215,28,369.97,DL,0.5451,394.16,WN,0.1176,290.33,0,,,202433366731884
Table 6,2024,3,33667,32457,"Norfolk, VA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2520,172,358.87,AA,0.2924,343.67,WN,0.2546,286.85,0,,,202433366732457
Table 6,2024,3,33667,33192,"Norfolk, VA (Metropolitan Area)","Sacramento, CA",2462,71,343.99,WN,0.3267,299.45,WN,0.3267,299.45,0,,,202433366733192
Table 6,2024,3,33667,33195,"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",726,317,158.96,MX,0.5700,105.39,MX,0.5700,105.39,-1,,,202433366733195
Table 6,2024,3,33667,33214,"Norfolk, VA (Metropolitan Area)","San Antonio, TX",1382,138,279.13,AA,0.3546,290.07,WN,0.2799,237.88,0,,,202433366733214
Table 6,2024,3,33667,33316,"Norfolk, VA (Metropolitan Area)","Omaha, NE",1099,48,273.93,WN,0.3959,216.27,WN,0.3959,216.27,0,,,202433366733316
Table 6,2024,3,33667,33367,"Norfolk, VA (Metropolitan Area)","Quad Cities, IL (Metropolitan Area)",829,13,231.59,AA,0.4701,252.81,UA,0.3248,188.45,0,,,202433366733367
Table 6,2024,3,33667,33570,"Norfolk, VA (Metropolitan Area)","San Diego, CA",2330,415,274.95,AA,0.3554,298.11,MX,0.2761,159.51,-1,,,202433366733570
Table 6,2024,3,33667,33728,"Norfolk, VA (Metropolitan Area)","Pensacola, FL",771,87,259.59,DL,0.4875,281.34,AA,0.3835,263.25,0,,,202433366733728
Table 6,2024,3,33667,33851,"Norfolk, VA (Metropolitan Area)","Oklahoma City, OK",1199,57,289.72,AA,0.4165,296.56,WN,0.2054,232.83,0,,,202433366733851
Table 6,2024,3,33667,34027,"Norfolk, VA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",750,50,268.77,DL,0.4569,281.13,WN,0.1379,235.88,0,,,202433366734027
Table 6,2024,3,33667,34057,"Norfolk, VA (Metropolitan Area)","Portland, OR",2454,91,371.45,DL,0.3552,409.25,WN,0.1704,273.57,0,,,202433366734057
Table 6,2024,3,33667,34100,"Norfolk, VA (Metropolitan Area)","Philadelphia, PA",212,111,285.58,AA,0.9480,292.16,F9,0.0343,108.51,0,,,202433366734100
Table 6,2024,3,33667,34321,"Norfolk, VA (Metropolitan Area)","Portland, ME",560,101,169.53,MX,0.5526,99.08,MX,0.5526,99.08,0,,,202433366734321
Table 6,2024,3,33667,34457,"Norfolk, VA (Metropolitan Area)","Rapid City, SD",1491,11,346.99,UA,0.5052,325.05,UA,0.5052,325.05,0,,,202433366734457
Table 6,2024,3,33667,34570,"Norfolk, VA (Metropolitan Area)","Reno, NV",2355,40,417.49,AA,0.3713,447.62,WN,0.2168,324.39,0,,,202433366734570
Table 6,2024,3,33667,34576,"Norfolk, VA (Metropolitan Area)","Rochester, NY",436,35,215.68,WN,0.3428,192.96,WN,0.3428,192.96,0,,,202433366734576
Table 6,2024,3,33667,34614,"Norfolk, VA (Metropolitan Area)","Salt Lake City, UT",1935,106,347.65,DL,0.4004,401.51,WN,0.2063,268.13,0,,,202433366734614
Table 6,2024,3,33667,34653,"Norfolk, VA (Metropolitan Area)","Tulsa, OK",1094,32,292.72,AA,0.4517,317.44,WN,0.1724,245.44,0,,,202433366734653
Table 6,2024,3,33667,34685,"Norfolk, VA (Metropolitan Area)","Savannah, GA",437,36,246.12,AA,0.4347,247.12,WN,0.1155,216.82,0,,,202433366734685
Table 6,2024,3,33667,34689,"Norfolk, VA (Metropolitan Area)","Santa Barbara, CA",2440,14,376.55,UA,0.3413,410.01,DL,0.2619,324.87,0,,,202433366734689
Table 6,2024,3,33667,34696,"Norfolk, VA (Metropolitan Area)","South Bend, IN",635,11,283.02,AA,0.4059,276.74,UA,0.2079,239.91,0,,,202433366734696
Table 6,2024,3,33667,34761,"Norfolk, VA (Metropolitan Area)","Sanford, FL",631,11,75.32,G4,1.0000,75.32,G4,1.0000,75.32,0,,,202433366734761
Table 6,2024,3,33667,34783,"Norfolk, VA (Metropolitan Area)","Springfield, MO",949,19,288.52,AA,0.6307,313.79,DL,0.2841,253.88,0,,,202433366734783
Table 6,2024,3,33667,34986,"Norfolk, VA (Metropolitan Area)","Sarasota/Bradenton, FL",758,26,263.85,AA,0.4213,310.06,WN,0.2596,212.51,0,,,202433366734986
Table 6,2024,3,33667,35096,"Norfolk, VA (Metropolitan Area)","Syracuse, NY",429,63,154.23,MX,0.5250,83.50,MX,0.5250,83.50,0,,,202433366735096
Table 6,2024,3,33728,30198,"Pensacola, FL","Pittsburgh, PA",794,74,231.23,DL,0.4137,254.49,WN,0.2485,216.38,0,,,202433372830198
Table 6,2024,3,33728,30436,"Pensacola, FL","Tucson, AZ",1407,16,299.07,AA,0.5369,257.09,AA,0.5369,257.09,0,,,202433372830436
Table 6,2024,3,33728,30466,"Pensacola, FL","Phoenix, AZ",1469,98,263.84,WN,0.3589,253.05,F9,0.1067,133.14,0,,,202433372830466
Table 6,2024,3,33728,30559,"Pensacola, FL","Seattle, WA",2197,113,363.37,AA,0.3401,361.23,AA,0.3401,361.23,0,,,202433372830559
Table 6,2024,3,33728,30852,"Pensacola, FL","Washington, DC (Metropolitan Area)",846,328,263.19,AA,0.5865,275.04,WN,0.1342,229.40,-1,,,202433372830852
Table 6,2024,3,33728,30928,"Pensacola, FL","Wichita, KS",767,17,265.47,AA,0.4771,263.23,WN,0.1765,211.30,0,,,202433372830928
Table 6,2024,3,33728,31123,"Pensacola, FL","St. Louis, MO",598,172,202.56,WN,0.8226,200.49,AA,0.0707,192.49,0,,,202433372831123
Table 6,2024,3,33728,31775,"Pensacola, FL","Sioux Falls, SD",1045,11,215.08,DL,0.4327,202.13,DL,0.4327,202.13,0,,,202433372831775
Table 6,2024,3,33728,31884,"Pensacola, FL","Spokane, WA",1995,24,342.58,AA,0.4072,332.54,WN,0.1946,319.60,0,,,202433372831884
Table 6,2024,3,33728,32323,"Pensacola, FL","Wilmington, NC",602,11,288.28,AA,0.6000,285.80,AA,0.6000,285.80,0,,,202433372832323
Table 6,2024,3,33728,32457,"Pensacola, FL","San Francisco, CA (Metropolitan Area)",2065,75,360.86,DL,0.2958,461.91,WN,0.2872,256.47,0,,,202433372832457
Table 6,2024,3,33728,33192,"Pensacola, FL","Sacramento, CA",2028,46,313.23,WN,0.3365,293.61,WN,0.3365,293.61,0,,,202433372833192
Table 6,2024,3,33728,33195,"Pensacola, FL","Tampa, FL (Metropolitan Area)",330,174,140.57,3M,0.4109,141.93,MX,0.1676,82.66,0,,,202433372833195
Table 6,2024,3,33728,33214,"Pensacola, FL","San Antonio, TX",679,60,237.67,WN,0.3741,216.26,WN,0.3741,216.26,0,,,202433372833214
Table 6,2024,3,33728,33367,"Pensacola, FL","Quad Cities, IL (Metropolitan Area)",779,11,248.70,DL,0.5096,238.47,DL,0.5096,238.47,0,,,202433372833367
Table 6,2024,3,33728,33570,"Pensacola, FL","San Diego, CA",1770,95,313.10,AA,0.3927,312.63,WN,0.1918,276.02,0,,,202433372833570
Table 6,2024,3,33728,34027,"Pensacola, FL","West Palm Beach/Palm Beach, FL",504,23,296.19,DL,0.8224,302.67,AA,0.1262,297.78,0,,,202433372834027
Table 6,2024,3,33728,34057,"Pensacola, FL","Portland, OR",2170,54,316.51,DL,0.3085,350.42,F9,0.1089,152.17,0,,,202433372834057
Table 6,2024,3,33728,34100,"Pensacola, FL","Philadelphia, PA",935,260,192.56,AA,0.7751,195.15,AA,0.7751,195.15,-1,,,202433372834100
Table 6,2024,3,33728,34321,"Pensacola, FL","Portland, ME",1297,25,310.38,AA,0.5947,311.03,AA,0.5947,311.03,0,,,202433372834321
Table 6,2024,3,33728,34492,"Pensacola, FL","Raleigh/Durham, NC",612,62,241.36,DL,0.4717,261.65,WN,0.1749,207.19,0,,,202433372834492
Table 6,2024,3,33728,34524,"Pensacola, FL","Richmond, VA",745,42,230.15,DL,0.5576,259.92,NK,0.1099,92.43,0,,,202433372834524
Table 6,2024,3,33728,34570,"Pensacola, FL","Reno, NV",1938,18,345.88,AA,0.5569,369.25,WN,0.2036,257.76,0,,,202433372834570
Table 6,2024,3,33728,34576,"Pensacola, FL","Rochester, NY",1018,18,241.91,AA,0.4383,237.48,AA,0.4383,237.48,0,,,202433372834576
Table 6,2024,3,33728,34614,"Pensacola, FL","Salt Lake City, UT",1559,73,304.52,DL,0.3358,398.62,F9,0.1139,130.52,0,,,202433372834614
Table 6,2024,3,33728,34653,"Pensacola, FL","Tulsa, OK",639,35,234.56,WN,0.3896,210.31,WN,0.3896,210.31,0,,,202433372834653
Table 6,2024,3,33728,34685,"Pensacola, FL","Savannah, GA",372,15,244.77,DL,0.8521,239.04,DL,0.8521,239.04,0,,,202433372834685
Table 6,2024,3,33728,34783,"Pensacola, FL","Springfield, MO",587,15,316.32,DL,0.5714,319.19,AA,0.3571,306.37,0,,,202433372834783
Table 6,2024,3,33728,35096,"Pensacola, FL","Syracuse, NY",1064,21,290.24,AA,0.5340,284.20,AA,0.5340,284.20,0,,,202433372835096
Table 6,2024,3,33792,30559,"Redding, CA","Seattle, WA",479,73,186.13,AS,0.9807,185.12,AS,0.9807,185.12,0,,,202433379230559
Table 6,2024,3,33792,32457,"Redding, CA","San Francisco, CA (Metropolitan Area)",199,31,173.93,UA,1.0000,173.93,UA,1.0000,173.93,0,,,202433379232457
Table 6,2024,3,33792,33570,"Redding, CA","San Diego, CA",606,19,258.23,UA,0.9832,259.13,AS,0.0168,205.50,0,,,202433379233570
Table 6,2024,3,33795,30466,"Jacksonville/Camp Lejeune, NC","Phoenix, AZ",1964,16,331.55,AA,0.7931,340.69,DL,0.1862,302.96,0,,,202433379530466
Table 6,2024,3,33795,30559,"Jacksonville/Camp Lejeune, NC","Seattle, WA",2450,13,393.06,AA,0.8065,377.13,AA,0.8065,377.13,0,,,202433379530559
Table 6,2024,3,33795,30693,"Jacksonville/Camp Lejeune, NC","Nashville, TN",519,15,292.89,AA,0.5282,295.32,DL,0.4718,290.16,0,,,202433379530693
Table 6,2024,3,33795,30852,"Jacksonville/Camp Lejeune, NC","Washington, DC (Metropolitan Area)",304,12,391.35,AA,0.9821,392.81,AA,0.9821,392.81,0,,,202433379530852
Table 6,2024,3,33795,31123,"Jacksonville/Camp Lejeune, NC","St. Louis, MO",757,13,203.08,AA,0.6581,176.86,AA,0.6581,176.86,0,,,202433379531123
Table 6,2024,3,33795,31454,"Jacksonville/Camp Lejeune, NC","Orlando, FL",492,20,231.32,AA,0.5778,234.37,DL,0.4167,227.63,0,,,202433379531454
Table 6,2024,3,33795,31703,"Jacksonville/Camp Lejeune, NC","New York City, NY (Metropolitan Area)",480,27,279.40,AA,0.7659,286.36,DL,0.2222,251.43,0,,,202433379531703
Table 6,2024,3,33795,32211,"Jacksonville/Camp Lejeune, NC","Las Vegas, NV",2106,13,330.71,AA,0.5798,287.74,AA,0.5798,287.74,0,,,202433379532211
Table 6,2024,3,33795,32467,"Jacksonville/Camp Lejeune, NC","Miami, FL (Metropolitan Area)",642,16,217.77,AA,0.6918,203.02,AA,0.6918,203.02,0,,,202433379532467
Table 6,2024,3,33795,32575,"Jacksonville/Camp Lejeune, NC","Los Angeles, CA (Metropolitan Area)",2316,29,364.40,AA,0.6274,340.08,AA,0.6274,340.08,0,,,202433379532575
Table 6,2024,3,33795,33195,"Jacksonville/Camp Lejeune, NC","Tampa, FL (Metropolitan Area)",554,14,254.99,AA,0.6693,228.75,AA,0.6693,228.75,0,,,202433379533195
Table 6,2024,3,33795,33198,"Jacksonville/Camp Lejeune, NC","Kansas City, MO",992,12,251.59,AA,0.5413,255.63,DL,0.4404,250.40,0,,,202433379533198
Table 6,2024,3,33795,33214,"Jacksonville/Camp Lejeune, NC","San Antonio, TX",1273,17,258.18,AA,0.6513,269.88,DL,0.3421,236.17,0,,,202433379533214
Table 6,2024,3,33795,33495,"Jacksonville/Camp Lejeune, NC","New Orleans, LA",810,11,229.62,AA,0.5288,209.41,AA,0.5288,209.41,0,,,202433379533495
Table 6,2024,3,33795,33570,"Jacksonville/Camp Lejeune, NC","San Diego, CA",2268,45,339.04,AA,0.8164,327.49,AA,0.8164,327.49,0,,,202433379533570
Table 6,2024,3,33851,30198,"Oklahoma City, OK","Pittsburgh, PA",1010,74,309.27,AA,0.3693,306.95,WN,0.3235,268.73,0,,,202433385130198
Table 6,2024,3,33851,30436,"Oklahoma City, OK","Tucson, AZ",800,32,250.50,AA,0.6443,249.28,WN,0.2617,246.85,0,,,202433385130436
Table 6,2024,3,33851,30466,"Oklahoma City, OK","Phoenix, AZ",833,304,239.14,WN,0.5643,220.64,WN,0.5643,220.64,-1,,,202433385130466
Table 6,2024,3,33851,30559,"Oklahoma City, OK","Seattle, WA",1519,360,268.57,AS,0.5982,278.12,AA,0.1473,240.59,-1,,,202433385130559
Table 6,2024,3,33851,30852,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",1180,444,254.57,WN,0.4871,231.61,WN,0.4871,231.61,-1,,,202433385130852
Table 6,2024,3,33851,31123,"Oklahoma City, OK","St. Louis, MO",462,106,241.76,WN,0.8937,235.51,WN,0.8937,235.51,0,,,202433385131123
Table 6,2024,3,33851,31454,"Oklahoma City, OK","Orlando, FL",1069,276,238.96,WN,0.6463,221.28,WN,0.6463,221.28,-1,,,202433385131454
Table 6,2024,3,33851,31481,"Oklahoma City, OK","Panama City, FL",768,50,236.36,WN,0.5768,197.12,WN,0.5768,197.12,0,,,202433385131481
Table 6,2024,3,33851,31504,"Oklahoma City, OK","Valparaiso, FL",726,129,151.35,G4,0.5621,83.79,G4,0.5621,83.79,0,,,202433385131504
Table 6,2024,3,33851,31884,"Oklahoma City, OK","Spokane, WA",1328,43,303.93,WN,0.4394,265.39,WN,0.4394,265.39,0,,,202433385131884
Table 6,2024,3,33851,32323,"Oklahoma City, OK","Wilmington, NC",1120,12,279.36,AA,0.7182,269.18,AA,0.7182,269.18,0,,,202433385132323
Table 6,2024,3,33851,32389,"Oklahoma City, OK","Williston, ND",942,17,485.76,UA,0.8077,492.91,DL,0.1795,472.21,0,,,202433385132389
Table 6,2024,3,33851,32457,"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",1384,183,288.09,WN,0.5077,256.25,WN,0.5077,256.25,0,,,202433385132457
Table 6,2024,3,33851,33192,"Oklahoma City, OK","Sacramento, CA",1342,106,295.62,WN,0.5389,282.52,WN,0.5389,282.52,0,,,202433385133192
Table 6,2024,3,33851,33195,"Oklahoma City, OK","Tampa, FL (Metropolitan Area)",1023,122,278.86,WN,0.3884,244.82,WN,0.3884,244.82,0,,,202433385133195
Table 6,2024,3,33851,33214,"Oklahoma City, OK","San Antonio, TX",407,116,220.56,WN,0.6685,198.77,WN,0.6685,198.77,0,,,202433385133214
Table 6,2024,3,33851,33316,"Oklahoma City, OK","Omaha, NE",418,12,275.45,AA,0.8148,283.69,WN,0.1296,197.16,0,,,202433385133316
Table 6,2024,3,33851,33570,"Oklahoma City, OK","San Diego, CA",1137,156,280.34,WN,0.5066,272.74,F9,0.1015,130.40,0,,,202433385133570
Table 6,2024,3,33851,33728,"Oklahoma City, OK","Pensacola, FL",693,43,259.52,AA,0.3734,267.24,WN,0.2657,222.12,0,,,202433385133728
Table 6,2024,3,33851,34027,"Oklahoma City, OK","West Palm Beach/Palm Beach, FL",1197,30,322.05,DL,0.6151,328.91,AA,0.3201,322.77,0,,,202433385134027
Table 6,2024,3,33851,34057,"Oklahoma City, OK","Portland, OR",1484,115,289.59,WN,0.3617,266.37,WN,0.3617,266.37,0,,,202433385134057
Table 6,2024,3,33851,34100,"Oklahoma City, OK","Philadelphia, PA",1261,108,301.70,AA,0.5176,305.41,WN,0.2718,267.62,0,,,202433385134100
Table 6,2024,3,33851,34262,"Oklahoma City, OK","Palm Springs, CA",1081,14,328.65,AA,0.4683,340.94,WN,0.4127,330.90,0,,,202433385134262
Table 6,2024,3,33851,34321,"Oklahoma City, OK","Portland, ME",1557,24,318.16,AA,0.5022,295.99,WN,0.1973,269.55,0,,,202433385134321
Table 6,2024,3,33851,34457,"Oklahoma City, OK","Rapid City, SD",664,13,278.47,AA,0.5565,243.02,AA,0.5565,243.02,0,,,202433385134457
Table 6,2024,3,33851,34492,"Oklahoma City, OK","Raleigh/Durham, NC",1058,83,284.21,WN,0.3647,241.64,WN,0.3647,241.64,0,,,202433385134492
Table 6,2024,3,33851,34524,"Oklahoma City, OK","Richmond, VA",1137,42,273.96,AA,0.5052,268.51,WN,0.1701,210.85,0,,,202433385134524
Table 6,2024,3,33851,34570,"Oklahoma City, OK","Reno, NV",1248,44,289.82,WN,0.6182,266.30,WN,0.6182,266.30,0,,,202433385134570
Table 6,2024,3,33851,34574,"Oklahoma City, OK","Roanoke, VA",990,11,280.40,AA,0.4796,282.61,DL,0.4184,269.83,0,,,202433385134574
Table 6,2024,3,33851,34576,"Oklahoma City, OK","Rochester, NY",1190,15,294.35,UA,0.2518,320.43,WN,0.2518,230.77,0,,,202433385134576
Table 6,2024,3,33851,34614,"Oklahoma City, OK","Salt Lake City, UT",866,156,297.69,DL,0.5349,347.92,F9,0.1264,116.52,0,,,202433385134614
Table 6,2024,3,33851,34685,"Oklahoma City, OK","Savannah, GA",969,35,290.48,DL,0.3827,324.21,WN,0.2809,217.73,0,,,202433385134685
Table 6,2024,3,33851,34689,"Oklahoma City, OK","Santa Barbara, CA",1262,12,304.57,WN,0.4609,239.40,WN,0.4609,239.40,0,,,202433385134689
Table 6,2024,3,33851,34761,"Oklahoma City, OK","Sanford, FL",1061,20,81.12,G4,1.0000,81.12,G4,1.0000,81.12,0,,,202433385134761
Table 6,2024,3,33851,34986,"Oklahoma City, OK","Sarasota/Bradenton, FL",1044,26,276.55,WN,0.4043,224.41,WN,0.4043,224.41,0,,,202433385134986
Table 6,2024,3,33851,35096,"Oklahoma City, OK","Syracuse, NY",1265,22,328.99,AA,0.5686,312.94,AA,0.5686,312.94,0,,,202433385135096
Table 6,2024,3,33851,35380,"Oklahoma City, OK","Traverse City, MI",905,12,332.99,UA,0.5327,360.16,AA,0.4393,301.74,0,,,202433385135380
Table 6,2024,3,33964,32457,"North Bend/Coos Bay, OR","San Francisco, CA (Metropolitan Area)",412,29,285.48,UA,1.0000,285.48,UA,1.0000,285.48,0,,,202433396432457
Table 6,2024,3,34004,30466,"Everett, WA","Phoenix, AZ",1133,276,181.21,AS,0.9776,181.49,AS,0.9776,181.49,-1,,,202433400430466
Table 6,2024,3,34004,32211,"Everett, WA","Las Vegas, NV",894,114,236.67,AS,0.9943,237.01,AS,0.9943,237.01,0,,,202433400432211
