tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,30721,31423,"Boston, MA (Metropolitan Area)","Des Moines, IA",1165,156,290.54,AA,0.3526,293.78,WN,0.1321,213.54,0,,,202433072131423
Table 6,2024,3,30721,31453,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1642,250.49,UA,0.5319,303.56,NK,0.1314,97.66,-1,,,202433072131453
Table 6,2024,3,30721,31454,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4592,167.58,B6,0.3645,181.87,NK,0.1339,101.64,-1,,,202433072131454
Table 6,2024,3,30721,31481,"Boston, MA (Metropolitan Area)","Panama City, FL",1175,82,277.16,AA,0.4557,234.84,AA,0.4557,234.84,0,,,202433072131481
Table 6,2024,3,30721,31503,"Boston, MA (Metropolitan Area)","Eagle, CO",1873,18,504.05,UA,0.5741,614.98,AA,0.3951,364.23,0,,,202433072131503
Table 6,2024,3,30721,31504,"Boston, MA (Metropolitan Area)","Valparaiso, FL",1196,101,255.17,AA,0.4045,261.11,G4,0.1338,85.26,0,,,202433072131504
Table 6,2024,3,30721,31603,"Boston, MA (Metropolitan Area)","Eugene, OR",2593,42,426.98,UA,0.3265,397.86,AA,0.1645,343.54,0,,,202433072131603
Table 6,2024,3,30721,31612,"Boston, MA (Metropolitan Area)","Evansville, IN",922,16,393.98,AA,0.6069,366.12,AA,0.6069,366.12,0,,,202433072131612
Table 6,2024,3,30721,31617,"Boston, MA (Metropolitan Area)","New Bern/Morehead/Beaufort, NC",620,18,263.11,AA,0.9877,264.05,AA,0.9877,264.05,0,,,202433072131617
Table 6,2024,3,30721,31624,"Boston, MA (Metropolitan Area)","Key West, FL",1396,78,238.71,AA,0.7347,230.03,AA,0.7347,230.03,0,,,202433072131624
Table 6,2024,3,30721,31637,"Boston, MA (Metropolitan Area)","Fargo, ND",1304,35,393.29,DL,0.4811,432.70,AA,0.3522,351.80,0,,,202433072131637
Table 6,2024,3,30721,31638,"Boston, MA (Metropolitan Area)","Fresno, CA",2593,66,395.39,AA,0.4834,394.96,AA,0.4834,394.96,0,,,202433072131638
Table 6,2024,3,30721,31641,"Boston, MA (Metropolitan Area)","Fayetteville, NC",678,16,278.08,AA,0.8699,261.71,AA,0.8699,261.71,0,,,202433072131641
Table 6,2024,3,30721,31648,"Boston, MA (Metropolitan Area)","Kalispell, MT",2117,82,435.93,AA,0.3518,370.39,AA,0.3518,370.39,0,,,202433072131648
Table 6,2024,3,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1797,232.01,DL,0.5869,281.16,SY,0.1974,127.75,-1,,,202433072131650
Table 6,2024,3,30721,31703,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4059,158.39,DL,0.3430,183.02,B6,0.2713,127.15,-1,,,202433072131703
Table 6,2024,3,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",1271,1248,170.67,B6,0.4912,158.47,B6,0.4912,158.47,-1,,,202433072131714
Table 6,2024,3,30721,31775,"Boston, MA (Metropolitan Area)","Sioux Falls, SD",1302,41,370.99,DL,0.3797,383.27,AA,0.2807,335.23,0,,,202433072131775
Table 6,2024,3,30721,31823,"Boston, MA (Metropolitan Area)","Fort Wayne, IN",740,37,357.10,AA,0.5118,353.64,UA,0.2396,345.71,0,,,202433072131823
Table 6,2024,3,30721,31834,"Boston, MA (Metropolitan Area)","Fayetteville, AR",1312,99,378.21,AA,0.6725,359.00,AA,0.6725,359.00,0,,,202433072131834
Table 6,2024,3,30721,31871,"Boston, MA (Metropolitan Area)","Greenville/Spartanburg, SC",802,288,178.49,AA,0.3705,232.24,XP,0.2495,66.16,-1,,,202433072131871
Table 6,2024,3,30721,31884,"Boston, MA (Metropolitan Area)","Spokane, WA",2274,128,360.41,DL,0.4911,375.82,WN,0.1217,273.08,0,,,202433072131884
Table 6,2024,3,30721,31895,"Boston, MA (Metropolitan Area)","Great Falls, MT",1988,10,413.96,UA,0.6667,399.43,UA,0.6667,399.43,0,,,202433072131895
Table 6,2024,3,30721,31921,"Boston, MA (Metropolitan Area)","Grand Junction, CO",1966,23,380.48,UA,0.5694,404.48,AA,0.3923,349.68,0,,,202433072131921
Table 6,2024,3,30721,31953,"Boston, MA (Metropolitan Area)","Gainesville, FL",1093,45,277.30,AA,0.5981,259.54,AA,0.5981,259.54,0,,,202433072131953
Table 6,2024,3,30721,31973,"Boston, MA (Metropolitan Area)","Gulfport/Biloxi, MS",1301,31,308.34,AA,0.6469,294.82,AA,0.6469,294.82,0,,,202433072131973
Table 6,2024,3,30721,31977,"Boston, MA (Metropolitan Area)","Green Bay, WI",872,46,336.02,AA,0.3610,297.22,AA,0.3610,297.22,0,,,202433072131977
Table 6,2024,3,30721,31986,"Boston, MA (Metropolitan Area)","Grand Rapids, MI",740,256,211.95,G4,0.2939,89.79,G4,0.2939,89.79,-1,,,202433072131986
Table 6,2024,3,30721,31995,"Boston, MA (Metropolitan Area)","Greensboro/High Point, NC",654,99,231.99,AA,0.6839,227.88,AA,0.6839,227.88,0,,,202433072131995
Table 6,2024,3,30721,32070,"Boston, MA (Metropolitan Area)","Harrisburg, PA",335,63,283.00,AA,0.9499,279.32,AA,0.9499,279.32,0,,,202433072132070
Table 6,2024,3,30721,32124,"Boston, MA (Metropolitan Area)","Hilton Head, SC",895,29,289.78,AA,0.8722,285.71,UA,0.0301,251.76,0,,,202433072132124
Table 6,2024,3,30721,32206,"Boston, MA (Metropolitan Area)","Harlingen/San Benito, TX",1874,16,313.47,AA,0.4150,319.73,WN,0.2517,275.16,0,,,202433072132206
Table 6,2024,3,30721,32211,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1591,282.09,B6,0.4608,278.16,B6,0.4608,278.16,-1,,,202433072132211
Table 6,2024,3,30721,32280,"Boston, MA (Metropolitan Area)","Idaho Falls, ID",2063,14,526.93,UA,0.3769,552.54,AA,0.2462,459.59,0,,,202433072132280
Table 6,2024,3,30721,32323,"Boston, MA (Metropolitan Area)","Wilmington, NC",692,195,244.25,AA,0.8504,242.55,AA,0.8504,242.55,0,,,202433072132323
Table 6,2024,3,30721,32337,"Boston, MA (Metropolitan Area)","Indianapolis, IN",818,669,286.31,AA,0.4312,288.61,AA,0.4312,288.61,-1,,,202433072132337
Table 6,2024,3,30721,32397,"Boston, MA (Metropolitan Area)","Ithaca/Cortland, NY",279,11,225.88,UA,0.6465,230.84,DL,0.3434,216.51,0,,,202433072132397
Table 6,2024,3,30721,32441,"Boston, MA (Metropolitan Area)","Jackson, WY",1996,128,529.27,AA,0.4213,433.73,AA,0.4213,433.73,0,,,202433072132441
Table 6,2024,3,30721,32448,"Boston, MA (Metropolitan Area)","Jackson/Vicksburg, MS",1254,53,343.16,DL,0.4198,417.39,WN,0.1461,254.49,0,,,202433072132448
Table 6,2024,3,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,4119,347.46,B6,0.3339,337.88,DL,0.2002,326.82,-1,,,202433072132457
Table 6,2024,3,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3758,175.21,B6,0.3401,162.25,NK,0.1149,103.22,-1,,,202433072132467
Table 6,2024,3,30721,32547,"Boston, MA (Metropolitan Area)","Rochester, MN",1089,19,282.39,AA,0.5698,255.83,AA,0.5698,255.83,0,,,202433072132547
Table 6,2024,3,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,4368,332.10,B6,0.3226,316.08,B6,0.3226,316.08,-1,,,202433072132575
Table 6,2024,3,30721,32600,"Boston, MA (Metropolitan Area)","Little Rock, AR",1260,102,323.70,AA,0.4062,313.98,WN,0.1940,265.09,0,,,202433072132600
Table 6,2024,3,30721,32884,"Boston, MA (Metropolitan Area)","Lansing, MI",693,21,221.81,AA,0.5178,199.34,AA,0.5178,199.34,0,,,202433072132884
Table 6,2024,3,30721,32896,"Boston, MA (Metropolitan Area)","Lubbock, TX",1774,31,383.13,AA,0.6561,414.12,WN,0.2667,310.82,0,,,202433072132896
Table 6,2024,3,30721,32945,"Boston, MA (Metropolitan Area)","Lexington, KY",778,61,289.84,AA,0.6786,261.66,AA,0.6786,261.66,0,,,202433072132945
Table 6,2024,3,30721,32951,"Boston, MA (Metropolitan Area)","Lafayette, LA",1434,17,443.56,AA,0.4688,394.87,AA,0.4688,394.87,0,,,202433072132951
Table 6,2024,3,30721,33029,"Boston, MA (Metropolitan Area)","Lincoln, NE",1333,16,349.08,UA,0.9792,346.59,UA,0.9792,346.59,0,,,202433072133029
Table 6,2024,3,30721,33038,"Boston, MA (Metropolitan Area)","Laredo, TX",1897,11,292.72,AA,0.6667,283.82,AA,0.6667,283.82,0,,,202433072133038
Table 6,2024,3,30721,33044,"Boston, MA (Metropolitan Area)","Louisville, KY",829,324,254.65,AA,0.4005,250.73,WN,0.1697,216.48,-1,,,202433072133044
Table 6,2024,3,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",752,801,210.88,DL,0.4804,263.48,AA,0.3117,190.64,-1,,,202433072133105
Table 6,2024,3,30721,33139,"Boston, MA (Metropolitan Area)","Lynchburg, VA",564,22,259.80,AA,0.9855,260.22,AA,0.9855,260.22,0,,,202433072133139
Table 6,2024,3,30721,33158,"Boston, MA (Metropolitan Area)","Midland/Odessa, TX",1853,22,327.23,AA,0.3092,406.23,DL,0.3092,229.95,0,,,202433072133158
Table 6,2024,3,30721,33184,"Boston, MA (Metropolitan Area)","Saginaw/Bay City/Midland, MI",667,15,323.23,DL,0.7279,340.43,UA,0.2647,273.42,0,,,202433072133184
Table 6,2024,3,30721,33192,"Boston, MA (Metropolitan Area)","Sacramento, CA",2636,442,287.21,B6,0.3481,256.45,AA,0.1275,255.11,-1,,,202433072133192
Table 6,2024,3,30721,33195,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1204,2189,188.95,B6,0.4432,168.45,B6,0.4432,168.45,-1,,,202433072133195
Table 6,2024,3,30721,33198,"Boston, MA (Metropolitan Area)","Kansas City, MO",1256,679,235.53,DL,0.4061,286.12,NK,0.1767,105.31,-1,,,202433072133198
Table 6,2024,3,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",1764,500,225.69,B6,0.3930,186.01,B6,0.3930,186.01,-1,,,202433072133214
Table 6,2024,3,30721,33244,"Boston, MA (Metropolitan Area)","Memphis, TN",1139,271,274.94,DL,0.4349,306.84,AA,0.4293,256.06,-1,,,202433072133244
Table 6,2024,3,30721,33256,"Boston, MA (Metropolitan Area)","Mission/McAllen/Edinburg, TX",1903,46,285.76,AA,0.5352,292.59,DL,0.2582,223.46,0,,,202433072133256
Table 6,2024,3,30721,33264,"Boston, MA (Metropolitan Area)","Medford, OR",2612,32,427.84,UA,0.3378,403.12,AS,0.2007,391.76,0,,,202433072133264
Table 6,2024,3,30721,33277,"Boston, MA (Metropolitan Area)","Montgomery, AL",1097,24,304.97,AA,0.5642,257.43,AA,0.5642,257.43,0,,,202433072133277
Table 6,2024,3,30721,33290,"Boston, MA (Metropolitan Area)","Manhattan/Ft. Riley, KS",1360,10,288.09,AA,0.9792,290.08,AA,0.9792,290.08,0,,,202433072133290
Table 6,2024,3,30721,33316,"Boston, MA (Metropolitan Area)","Omaha, NE",1282,221,285.90,WN,0.4021,251.12,WN,0.4021,251.12,0,,,202433072133316
Table 6,2024,3,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",860,593,220.35,B6,0.3759,177.45,B6,0.3759,177.45,-1,,,202433072133342
Table 6,2024,3,30721,33360,"Boston, MA (Metropolitan Area)","Melbourne, FL",1145,26,297.04,AA,0.5847,272.41,AA,0.5847,272.41,0,,,202433072133360
Table 6,2024,3,30721,33367,"Boston, MA (Metropolitan Area)","Quad Cities, IL (Metropolitan Area)",1005,32,288.85,AA,0.6027,264.21,AA,0.6027,264.21,0,,,202433072133367
Table 6,2024,3,30721,33485,"Boston, MA (Metropolitan Area)","Madison, WI",932,185,300.07,AA,0.4404,258.21,AA,0.4404,258.21,0,,,202433072133485
Table 6,2024,3,30721,33486,"Boston, MA (Metropolitan Area)","Missoula, MT",2120,66,424.40,DL,0.3831,468.40,AA,0.2305,375.47,0,,,202433072133486
Table 6,2024,3,30721,33495,"Boston, MA (Metropolitan Area)","New Orleans, LA",1371,682,207.14,DL,0.3947,222.84,B6,0.3403,168.21,-1,,,202433072133495
Table 6,2024,3,30721,33502,"Boston, MA (Metropolitan Area)","Montrose/Delta, CO",1947,30,355.61,UA,0.6151,371.03,AA,0.2914,342.80,0,,,202433072133502
Table 6,2024,3,30721,33541,"Boston, MA (Metropolitan Area)","Martha's Vineyard, MA",70,46,137.95,B6,0.9976,137.58,B6,0.9976,137.58,0,,,202433072133541
Table 6,2024,3,30721,33570,"Boston, MA (Metropolitan Area)","San Diego, CA",2588,1610,333.27,B6,0.3272,366.93,DL,0.2129,316.70,-1,,,202433072133570
Table 6,2024,3,30721,33667,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",487,585,165.84,MX,0.2365,87.03,MX,0.2365,87.03,-1,,,202433072133667
Table 6,2024,3,30721,33728,"Boston, MA (Metropolitan Area)","Pensacola, FL",1222,151,276.68,AA,0.4716,264.05,AA,0.4716,264.05,0,,,202433072133728
Table 6,2024,3,30721,33795,"Boston, MA (Metropolitan Area)","Jacksonville/Camp Lejeune, NC",650,23,270.17,AA,0.8186,268.01,DL,0.1721,262.68,0,,,202433072133795
Table 6,2024,3,30721,33851,"Boston, MA (Metropolitan Area)","Oklahoma City, OK",1505,177,321.05,AA,0.3784,327.45,WN,0.3403,262.16,0,,,202433072133851
Table 6,2024,3,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",1222,1372,181.98,B6,0.6609,168.82,B6,0.6609,168.82,-1,,,202433072134027
Table 6,2024,3,30721,34057,"Boston, MA (Metropolitan Area)","Portland, OR",2537,923,320.26,AS,0.4938,353.12,B6,0.2346,246.44,-1,,,202433072134057
Table 6,2024,3,30721,34082,"Boston, MA (Metropolitan Area)","Punta Gorda, FL",1184,93,84.75,G4,1.0000,84.75,G4,1.0000,84.75,0,,,202433072134082
Table 6,2024,3,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2032,173.56,AA,0.6501,187.91,B6,0.1779,140.68,-1,,,202433072134100
Table 6,2024,3,30721,34108,"Boston, MA (Metropolitan Area)","Peoria, IL",974,23,287.87,AA,0.7150,275.52,AA,0.7150,275.52,0,,,202433072134108
Table 6,2024,3,30721,34231,"Boston, MA (Metropolitan Area)","Presque Isle/Houlton, ME",382,10,107.62,B6,0.8913,90.82,B6,0.8913,90.82,0,,,202433072134231
Table 6,2024,3,30721,34236,"Boston, MA (Metropolitan Area)","Paso Robles/San Luis Obispo, CA",2685,28,432.14,AA,0.7115,411.42,AA,0.7115,411.42,0,,,202433072134236
Table 6,2024,3,30721,34252,"Boston, MA (Metropolitan Area)","Pasco/Kennewick/Richland, WA",2364,22,499.18,DL,0.6450,501.52,AS,0.2400,436.64,0,,,202433072134252
Table 6,2024,3,30721,34262,"Boston, MA (Metropolitan Area)","Palm Springs, CA",2517,57,426.97,AA,0.6262,410.26,AA,0.6262,410.26,0,,,202433072134262
Table 6,2024,3,30721,34457,"Boston, MA (Metropolitan Area)","Rapid City, SD",1613,52,438.59,AA,0.4538,425.01,UA,0.2815,410.12,0,,,202433072134457
Table 6,2024,3,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",625,1917,163.82,DL,0.3810,199.60,B6,0.3342,160.75,-1,,,202433072134492
Table 6,2024,3,30721,34524,"Boston, MA (Metropolitan Area)","Richmond, VA",487,682,194.76,B6,0.4931,171.34,B6,0.4931,171.34,-1,,,202433072134524
Table 6,2024,3,30721,34570,"Boston, MA (Metropolitan Area)","Reno, NV",2524,171,386.18,AA,0.3410,353.45,WN,0.2129,312.69,0,,,202433072134570
Table 6,2024,3,30721,34574,"Boston, MA (Metropolitan Area)","Roanoke, VA",595,52,317.25,AA,0.6604,312.18,AA,0.6604,312.18,0,,,202433072134574
Table 6,2024,3,30721,34576,"Boston, MA (Metropolitan Area)","Rochester, NY",343,183,215.03,AA,0.7021,222.72,B6,0.0819,153.75,0,,,202433072134576
Table 6,2024,3,30721,34614,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",2105,971,317.26,DL,0.5871,375.71,B6,0.2249,211.66,-1,,,202433072134614
Table 6,2024,3,30721,34653,"Boston, MA (Metropolitan Area)","Tulsa, OK",1394,126,301.06,AA,0.4682,300.05,WN,0.3090,273.89,0,,,202433072134653
Table 6,2024,3,30721,34674,"Boston, MA (Metropolitan Area)","Santa Fe, NM",1930,29,482.76,AA,0.6556,507.35,UA,0.3111,447.86,0,,,202433072134674
Table 6,2024,3,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",917,498,187.81,B6,0.5576,177.14,B6,0.5576,177.14,-1,,,202433072134685
Table 6,2024,3,30721,34689,"Boston, MA (Metropolitan Area)","Santa Barbara, CA",2669,80,379.03,AA,0.4701,350.41,AA,0.4701,350.41,0,,,202433072134689
Table 6,2024,3,30721,34696,"Boston, MA (Metropolitan Area)","South Bend, IN",788,48,288.62,AA,0.4257,249.10,AA,0.4257,249.10,0,,,202433072134696
Table 6,2024,3,30721,34699,"Boston, MA (Metropolitan Area)","Steamboat Springs, CO",1871,13,478.62,UA,0.8319,512.36,WN,0.1429,285.41,0,,,202433072134699
Table 6,2024,3,30721,34704,"Boston, MA (Metropolitan Area)","Salisbury, MD",382,13,280.13,AA,1.0000,280.13,AA,1.0000,280.13,0,,,202433072134704
Table 6,2024,3,30721,34711,"Boston, MA (Metropolitan Area)","Philipsburg/State College, PA",369,20,315.45,AA,0.6595,298.57,AA,0.6595,298.57,0,,,202433072134711
Table 6,2024,3,30721,34783,"Boston, MA (Metropolitan Area)","Springfield, MO",1238,47,359.32,AA,0.7465,341.20,AA,0.7465,341.20,0,,,202433072134783
Table 6,2024,3,30721,34922,"Boston, MA (Metropolitan Area)","Salinas/Monterey, CA",2706,27,405.87,AA,0.5498,381.62,AA,0.5498,381.62,0,,,202433072134922
Table 6,2024,3,30721,34986,"Boston, MA (Metropolitan Area)","Sarasota/Bradenton, FL",1240,295,176.40,G4,0.2359,94.61,G4,0.2359,94.61,-1,,,202433072134986
Table 6,2024,3,30721,35041,"Boston, MA (Metropolitan Area)","Sun Valley/Hailey/Ketchum, ID",2172,15,633.52,DL,0.5282,695.82,UA,0.4718,563.78,0,,,202433072135041
Table 6,2024,3,30721,35096,"Boston, MA (Metropolitan Area)","Syracuse, NY",265,143,139.15,B6,0.5497,118.60,B6,0.5497,118.60,0,,,202433072135096
Table 6,2024,3,30721,35249,"Boston, MA (Metropolitan Area)","Tallahassee, FL",1121,46,394.91,AA,0.4741,370.88,AA,0.4741,370.88,0,,,202433072135249
Table 6,2024,3,30721,35323,"Boston, MA (Metropolitan Area)","Bristol/Johnson City/Kingsport, TN",734,22,341.01,AA,0.7850,322.03,AA,0.7850,322.03,0,,,202433072135323
Table 6,2024,3,30721,35380,"Boston, MA (Metropolitan Area)","Traverse City, MI",749,112,313.32,AA,0.6893,305.01,AA,0.6893,305.01,0,,,202433072135380
Table 6,2024,3,30721,35412,"Boston, MA (Metropolitan Area)","Knoxville, TN",831,235,203.40,G4,0.4081,94.67,G4,0.4081,94.67,-1,,,202433072135412
Table 6,2024,3,30721,35628,"Boston, MA (Metropolitan Area)","Vero Beach, FL",1095,63,111.08,MX,1.0000,111.08,MX,1.0000,111.08,0,,,202433072135628
Table 6,2024,3,30728,30194,"Beaumont/Port Arthur, TX","Dallas/Fort Worth, TX",270,14,303.98,AA,0.9921,305.07,AA,0.9921,305.07,0,,,202433072830194
Table 6,2024,3,30739,31650,"Brainerd, MN","Minneapolis/St. Paul, MN",114,19,125.89,DL,1.0000,125.89,DL,1.0000,125.89,0,,,202433073931650
Table 6,2024,3,30747,30194,"Brownsville, TX","Dallas/Fort Worth, TX",482,55,286.63,AA,0.9646,285.96,AA,0.9646,285.96,0,,,202433074730194
Table 6,2024,3,30747,30325,"Brownsville, TX","Denver, CO",1049,15,242.96,AA,0.7313,236.73,AA,0.7313,236.73,0,,,202433074730325
Table 6,2024,3,30747,30466,"Brownsville, TX","Phoenix, AZ",1018,11,325.67,AA,0.7624,320.54,AA,0.7624,320.54,0,,,202433074730466
Table 6,2024,3,30747,30559,"Brownsville, TX","Seattle, WA",2011,15,352.77,AA,0.5857,350.03,UA,0.3143,341.10,0,,,202433074730559
Table 6,2024,3,30747,30852,"Brownsville, TX","Washington, DC (Metropolitan Area)",1512,16,320.85,AA,0.5405,276.74,AA,0.5405,276.74,0,,,202433074730852
Table 6,2024,3,30747,30977,"Brownsville, TX","Chicago, IL",1233,25,293.94,AA,0.5595,248.60,AA,0.5595,248.60,0,,,202433074730977
Table 6,2024,3,30747,31453,"Brownsville, TX","Houston, TX",308,72,169.80,UA,0.9715,170.17,AA,0.0240,163.82,0,,,202433074731453
Table 6,2024,3,30747,31454,"Brownsville, TX","Orlando, FL",1007,57,172.49,XP,0.6224,98.68,XP,0.6224,98.68,0,,,202433074731454
Table 6,2024,3,30747,31650,"Brownsville, TX","Minneapolis/St. Paul, MN",1329,15,238.23,AA,0.7676,228.47,AA,0.7676,228.47,0,,,202433074731650
Table 6,2024,3,30747,31703,"Brownsville, TX","New York City, NY (Metropolitan Area)",1713,35,375.25,AA,0.5047,329.80,AA,0.5047,329.80,0,,,202433074731703
Table 6,2024,3,30747,32211,"Brownsville, TX","Las Vegas, NV",1261,12,271.19,AA,0.7611,236.22,AA,0.7611,236.22,0,,,202433074732211
Table 6,2024,3,30747,32467,"Brownsville, TX","Miami, FL (Metropolitan Area)",1074,35,250.10,AA,0.7438,232.00,AA,0.7438,232.00,0,,,202433074732467
Table 6,2024,3,30747,32575,"Brownsville, TX","Los Angeles, CA (Metropolitan Area)",1375,47,214.08,XP,0.5092,85.46,XP,0.5092,85.46,0,,,202433074732575
Table 6,2024,3,30747,33195,"Brownsville, TX","Tampa, FL (Metropolitan Area)",929,10,287.29,UA,0.5208,309.72,AA,0.4688,264.96,0,,,202433074733195
Table 6,2024,3,30747,34100,"Brownsville, TX","Philadelphia, PA",1602,10,367.76,AA,0.7849,346.69,AA,0.7849,346.69,0,,,202433074734100
Table 6,2024,3,30781,30194,"Baton Rouge, LA","Dallas/Fort Worth, TX",383,126,300.91,AA,0.9681,299.99,AA,0.9681,299.99,0,,,202433078130194
Table 6,2024,3,30781,30198,"Baton Rouge, LA","Pittsburgh, PA",920,19,264.85,DL,0.5112,282.83,AA,0.3596,223.95,0,,,202433078130198
Table 6,2024,3,30781,30325,"Baton Rouge, LA","Denver, CO",998,37,297.30,UA,0.4137,298.86,DL,0.1696,276.34,0,,,202433078130325
Table 6,2024,3,30781,30466,"Baton Rouge, LA","Phoenix, AZ",1239,25,342.30,AA,0.6147,342.64,UA,0.2684,337.12,0,,,202433078130466
Table 6,2024,3,30781,30529,"Baton Rouge, LA","Hartford, CT",1292,12,292.44,DL,0.5446,287.38,DL,0.5446,287.38,0,,,202433078130529
Table 6,2024,3,30781,30559,"Baton Rouge, LA","Seattle, WA",2022,28,325.48,AA,0.3906,356.00,UA,0.3281,286.96,0,,,202433078130559
Table 6,2024,3,30781,30647,"Baton Rouge, LA","Cleveland, OH (Metropolitan Area)",912,22,267.05,AA,0.4577,255.91,AA,0.4577,255.91,0,,,202433078130647
Table 6,2024,3,30781,30693,"Baton Rouge, LA","Nashville, TN",464,27,259.35,DL,0.4206,265.51,AA,0.3889,244.79,0,,,202433078130693
Table 6,2024,3,30781,30721,"Baton Rouge, LA","Boston, MA (Metropolitan Area)",1383,39,294.64,AA,0.5635,272.50,AA,0.5635,272.50,0,,,202433078130721
Table 6,2024,3,30781,30852,"Baton Rouge, LA","Washington, DC (Metropolitan Area)",1014,101,275.59,AA,0.6849,262.66,AA,0.6849,262.66,0,,,202433078130852
Table 6,2024,3,30781,30977,"Baton Rouge, LA","Chicago, IL",809,40,284.83,AA,0.5247,256.22,AA,0.5247,256.22,0,,,202433078130977
Table 6,2024,3,30781,30994,"Baton Rouge, LA","Charleston, SC",674,14,265.96,DL,0.6439,274.64,AA,0.3030,244.35,0,,,202433078130994
Table 6,2024,3,30781,31057,"Baton Rouge, LA","Charlotte, NC",675,62,286.03,AA,0.9225,285.22,AA,0.9225,285.22,0,,,202433078131057
Table 6,2024,3,30781,31066,"Baton Rouge, LA","Columbus, OH",801,14,271.95,DL,0.5338,264.61,DL,0.5338,264.61,0,,,202433078131066
Table 6,2024,3,30781,31123,"Baton Rouge, LA","St. Louis, MO",568,18,256.25,AA,0.3789,262.63,UA,0.2733,196.91,0,,,202433078131123
Table 6,2024,3,30781,31136,"Baton Rouge, LA","Jacksonville, FL",564,15,275.73,DL,0.8129,262.46,DL,0.8129,262.46,0,,,202433078131136
Table 6,2024,3,30781,31295,"Baton Rouge, LA","Detroit, MI",914,18,302.56,DL,0.4727,323.96,AA,0.4242,270.01,0,,,202433078131295
Table 6,2024,3,30781,31453,"Baton Rouge, LA","Houston, TX",255,101,255.62,UA,0.9849,254.78,UA,0.9849,254.78,0,,,202433078131453
Table 6,2024,3,30781,31454,"Baton Rouge, LA","Orlando, FL",610,29,271.70,DL,0.6199,274.55,UA,0.1070,264.34,0,,,202433078131454
Table 6,2024,3,30781,31650,"Baton Rouge, LA","Minneapolis/St. Paul, MN",996,19,327.52,AA,0.5056,286.24,AA,0.5056,286.24,0,,,202433078131650
Table 6,2024,3,30781,31703,"Baton Rouge, LA","New York City, NY (Metropolitan Area)",1216,54,275.76,DL,0.4604,290.32,AA,0.3915,222.31,0,,,202433078131703
Table 6,2024,3,30781,31714,"Baton Rouge, LA","Fort Myers, FL",634,11,252.62,DL,0.6186,257.00,UA,0.1237,209.83,0,,,202433078131714
Table 6,2024,3,30781,32211,"Baton Rouge, LA","Las Vegas, NV",1436,65,452.43,AA,0.4124,447.63,UA,0.3272,399.98,0,,,202433078132211
Table 6,2024,3,30781,32337,"Baton Rouge, LA","Indianapolis, IN",690,18,258.71,DL,0.5767,265.23,AA,0.2699,245.09,0,,,202433078132337
Table 6,2024,3,30781,32457,"Baton Rouge, LA","San Francisco, CA (Metropolitan Area)",1847,32,300.08,UA,0.4527,254.02,UA,0.4527,254.02,0,,,202433078132457
Table 6,2024,3,30781,32467,"Baton Rouge, LA","Miami, FL (Metropolitan Area)",738,27,250.58,DL,0.4332,256.10,AA,0.3846,234.08,0,,,202433078132467
Table 6,2024,3,30781,32575,"Baton Rouge, LA","Los Angeles, CA (Metropolitan Area)",1609,62,314.20,AA,0.5687,315.78,AA,0.5687,315.78,0,,,202433078132575
Table 6,2024,3,30781,33044,"Baton Rouge, LA","Louisville, KY",611,13,240.41,DL,0.6033,245.43,AA,0.3554,233.81,0,,,202433078133044
Table 6,2024,3,30781,33105,"Baton Rouge, LA","Cincinnati, OH",693,18,254.48,AA,0.4596,220.31,AA,0.4596,220.31,0,,,202433078133105
Table 6,2024,3,30781,33158,"Baton Rouge, LA","Midland/Odessa, TX",661,14,287.68,AA,0.5312,238.97,AA,0.5312,238.97,0,,,202433078133158
Table 6,2024,3,30781,33192,"Baton Rouge, LA","Sacramento, CA",1814,12,372.07,AA,0.5229,355.23,UA,0.3761,288.17,0,,,202433078133192
